,Prev_Day,Bed_Time,Wake_Time,Awake_Dur,Light_Dur,Deep_Dur,Total_Dur,Nap_Dur,Window_Conf
289,2018-05-16,2018-05-17 06:48:00+00:00,2018-05-17 12:17:00+00:00,0 days 00:05:00.000000000,0 days 03:58:00,0 days 01:26:00,0 days 05:24:00.000000000,0 days 00:00:00.000000000,True
290,2018-05-17,2018-05-18 06:32:00+00:00,2018-05-18 12:09:00+00:00,0 days 00:05:00.000000000,0 days 03:25:00,0 days 02:07:00,0 days 05:32:00.000000000,0 days 00:00:00.000000000,True
291,2018-05-18,2018-05-19 05:49:00+00:00,2018-05-19 13:21:00+00:00,0 days 00:05:00.000000000,0 days 04:31:00,0 days 02:56:00,0 days 07:27:00.000000000,0 days 00:00:00.000000000,True
292,2018-05-19,2018-05-20 07:14:00+00:00,2018-05-20 14:01:00+00:00,0 days 00:01:00.000000000,0 days 04:47:00,0 days 01:59:00,0 days 06:46:00.000000000,0 days 00:00:00.000000000,True
293,2018-05-20,2018-05-21 03:46:00+00:00,2018-05-21 12:10:00+00:00,0 days 01:05:00.000000000,0 days 04:26:00,0 days 02:53:00,0 days 07:19:00.000000000,0 days 00:00:00.000000000,True
294,2018-05-21,2018-05-22 06:58:00+00:00,2018-05-22 12:11:00+00:00,0 days 00:03:00.000000000,0 days 03:15:00,0 days 01:55:00,0 days 05:10:00.000000000,0 days 00:00:00.000000000,True
295,2018-05-22,2018-05-23 05:42:00+00:00,2018-05-23 11:26:00+00:00,0 days 00:05:00.000000000,0 days 03:00:00,0 days 02:39:00,0 days 05:39:00.000000000,0 days 00:00:00.000000000,True
296,2018-05-24,2018-05-25 05:37:00+00:00,2018-05-25 14:10:00+00:00,0 days 00:02:00.000000000,0 days 03:42:00,0 days 04:49:00,0 days 08:31:00.000000000,0 days 00:00:00.000000000,True
297,2018-05-25,2018-05-26 04:35:00+00:00,2018-05-26 12:02:00+00:00,0 days 00:06:00.000000000,0 days 05:51:00,0 days 01:30:00,0 days 07:21:00.000000000,0 days 00:00:00.000000000,True
298,2018-05-26,2018-05-27 05:15:00+00:00,2018-05-27 12:31:00+00:00,0 days 00:03:00.000000000,0 days 04:07:00,0 days 03:06:00,0 days 07:13:00.000000000,0 days 00:00:00.000000000,True
299,2018-05-27,2018-05-28 03:33:00+00:00,2018-05-28 11:22:00+00:00,0 days 01:02:00.000000000,0 days 04:45:00,0 days 02:02:00,0 days 06:47:00.000000000,0 days 00:00:00.000000000,True
300,2018-05-28,2018-05-29 07:04:00+00:00,2018-05-29 12:25:00+00:00,0 days 00:08:00.000000000,0 days 03:10:00,0 days 02:03:00,0 days 05:13:00.000000000,0 days 00:00:00.000000000,True
301,2018-05-29,2018-05-30 06:26:00+00:00,2018-05-30 12:11:00+00:00,0 days 00:00:00.000000000,0 days 02:50:00,0 days 02:55:00,0 days 05:45:00.000000000,0 days 00:00:00.000000000,True
302,2018-05-30,2018-05-31 06:50:00+00:00,2018-05-31 12:11:00+00:00,0 days 00:00:00.000000000,0 days 02:33:00,0 days 02:48:00,0 days 05:21:00.000000000,0 days 00:00:00.000000000,True
303,2018-05-31,2018-06-01 04:59:00+00:00,2018-06-01 12:19:00+00:00,0 days 00:01:00.000000000,0 days 03:35:00,0 days 03:44:00,0 days 07:19:00.000000000,0 days 00:00:00.000000000,True
304,2018-06-01,2018-06-02 05:30:00+00:00,2018-06-02 14:28:00+00:00,0 days 00:05:00.000000000,0 days 05:05:00,0 days 03:48:00,0 days 08:53:00.000000000,0 days 00:00:00.000000000,True
305,2018-06-02,2018-06-03 05:13:00+00:00,2018-06-03 13:08:00+00:00,0 days 00:05:00.000000000,0 days 05:52:00,0 days 01:58:00,0 days 07:50:00.000000000,0 days 00:00:00.000000000,True
306,2018-06-03,2018-06-04 06:37:00+00:00,2018-06-04 12:43:00+00:00,0 days 00:02:00.000000000,0 days 03:20:00,0 days 02:44:00,0 days 06:04:00.000000000,0 days 00:00:00.000000000,True
307,2018-06-04,2018-06-05 06:30:00+00:00,2018-06-05 11:46:00+00:00,0 days 00:05:00.000000000,0 days 03:18:00,0 days 01:53:00,0 days 05:11:00.000000000,0 days 00:00:00.000000000,True
308,2018-06-05,2018-06-06 00:33:00+00:00,2018-06-06 11:57:00+00:00,0 days 00:13:00.000000000,0 days 04:14:00,0 days 06:57:00,0 days 11:11:00.000000000,0 days 00:00:00.000000000,True
309,2018-06-06,2018-06-07 05:24:00+00:00,2018-06-07 11:57:00+00:00,0 days 00:09:00.000000000,0 days 03:15:00,0 days 03:09:00,0 days 06:24:00.000000000,0 days 00:00:00.000000000,True
310,2018-06-08,2018-06-09 06:28:00+00:00,2018-06-09 15:57:00+00:00,0 days 00:01:00.000000000,0 days 06:10:00,0 days 03:18:00,0 days 09:28:00.000000000,0 days 00:00:00.000000000,True
311,2018-06-09,2018-06-10 06:53:00+00:00,2018-06-10 14:46:00+00:00,0 days 00:06:00.000000000,0 days 04:28:00,0 days 03:19:00,0 days 07:47:00.000000000,0 days 00:00:00.000000000,True
312,2018-06-10,2018-06-11 05:42:00+00:00,2018-06-11 12:15:00+00:00,0 days 00:07:00.000000000,0 days 04:33:00,0 days 01:53:00,0 days 06:26:00.000000000,0 days 00:00:00.000000000,True
313,2018-06-11,2018-06-12 06:41:00+00:00,2018-06-12 12:56:00+00:00,0 days 00:05:00.000000000,0 days 03:43:00,0 days 02:27:00,0 days 06:10:00.000000000,0 days 00:00:00.000000000,True
314,2018-06-12,2018-06-13 06:57:00+00:00,2018-06-13 10:45:00+00:00,0 days 00:06:00.000000000,0 days 02:22:00,0 days 01:20:00,0 days 03:42:00.000000000,0 days 00:00:00.000000000,True
315,2018-06-13,2018-06-14 05:17:00+00:00,2018-06-14 12:41:00+00:00,0 days 00:01:00.000000000,0 days 03:32:00,0 days 03:51:00,0 days 07:23:00.000000000,0 days 00:00:00.000000000,True
316,2018-06-14,2018-06-15 05:30:00+00:00,2018-06-15 11:50:00+00:00,0 days 00:05:00.000000000,0 days 03:39:00,0 days 02:36:00,0 days 06:15:00.000000000,0 days 00:00:00.000000000,True
317,2018-06-15,2018-06-16 06:18:00+00:00,2018-06-16 14:25:00+00:00,0 days 00:07:00.000000000,0 days 04:52:00,0 days 03:08:00,0 days 08:00:00.000000000,0 days 00:00:00.000000000,True
318,2018-06-16,2018-06-17 06:48:00+00:00,2018-06-17 12:52:00+00:00,0 days 00:00:00.000000000,0 days 03:42:00,0 days 02:22:00,0 days 06:04:00.000000000,0 days 00:00:00.000000000,True
319,2018-06-17,2018-06-18 06:05:00+00:00,2018-06-18 12:34:00+00:00,0 days 00:08:00.000000000,0 days 03:43:00,0 days 02:38:00,0 days 06:21:00.000000000,0 days 00:00:00.000000000,True
320,2018-06-18,2018-06-19 06:12:00+00:00,2018-06-19 12:27:00+00:00,0 days 00:05:00.000000000,0 days 03:27:00,0 days 02:43:00,0 days 06:10:00.000000000,0 days 00:00:00.000000000,True
321,2018-06-19,2018-06-20 06:09:00+00:00,2018-06-20 11:59:00+00:00,0 days 00:01:00.000000000,0 days 02:47:00,0 days 03:02:00,0 days 05:49:00.000000000,0 days 00:00:00.000000000,True
322,2018-06-20,2018-06-21 07:36:00+00:00,2018-06-21 16:48:00+00:00,0 days 00:00:00.000000000,0 days 06:30:00,0 days 02:42:00,0 days 09:12:00.000000000,0 days 00:00:00.000000000,True
323,2018-06-21,2018-06-22 07:20:00+00:00,2018-06-22 12:27:00+00:00,0 days 00:02:00.000000000,0 days 02:50:00,0 days 02:15:00,0 days 05:05:00.000000000,0 days 00:00:00.000000000,True
324,2018-06-22,2018-06-23 06:33:00+00:00,2018-06-23 15:31:00+00:00,0 days 00:07:00.000000000,0 days 04:24:00,0 days 04:27:00,0 days 08:51:00.000000000,0 days 00:00:00.000000000,True
325,2018-06-23,2018-06-24 06:09:00+00:00,2018-06-24 14:12:00+00:00,0 days 00:00:00.000000000,0 days 05:27:00,0 days 02:36:00,0 days 08:03:00.000000000,0 days 00:00:00.000000000,True
326,2018-06-24,2018-06-25 07:33:00+00:00,2018-06-25 12:41:00+00:00,0 days 00:01:00.000000000,0 days 03:40:00,0 days 01:27:00,0 days 05:07:00.000000000,0 days 00:00:00.000000000,True
327,2018-06-25,2018-06-26 05:11:00+00:00,2018-06-26 12:28:00+00:00,0 days 00:06:00.000000000,0 days 05:01:00,0 days 02:10:00,0 days 07:11:00.000000000,0 days 00:00:00.000000000,True
328,2018-06-26,2018-06-27 06:18:00+00:00,2018-06-27 12:38:00+00:00,0 days 00:02:00.000000000,0 days 03:33:00,0 days 02:45:00,0 days 06:18:00.000000000,0 days 00:00:00.000000000,True
329,2018-06-27,2018-06-28 06:29:00+00:00,2018-06-28 12:48:00+00:00,0 days 00:10:00.000000000,0 days 03:07:00,0 days 03:02:00,0 days 06:09:00.000000000,0 days 00:00:00.000000000,True
330,2018-06-29,2018-06-30 06:29:00+00:00,2018-06-30 15:09:00+00:00,0 days 00:00:00.000000000,0 days 04:54:00,0 days 03:46:00,0 days 08:40:00.000000000,0 days 00:00:00.000000000,True
331,2018-06-30,2018-07-01 08:38:00+00:00,2018-07-01 14:16:00+00:00,0 days 00:07:00.000000000,0 days 02:59:00,0 days 02:32:00,0 days 05:31:00.000000000,0 days 00:00:00.000000000,True
332,2018-07-01,2018-07-02 06:03:00+00:00,2018-07-02 15:32:00+00:00,0 days 00:00:00.000000000,0 days 05:22:00,0 days 04:07:00,0 days 09:29:00.000000000,0 days 00:00:00.000000000,True
333,2018-07-02,2018-07-03 06:56:00+00:00,2018-07-03 15:20:00+00:00,0 days 00:02:00.000000000,0 days 05:50:00,0 days 02:32:00,0 days 08:22:00.000000000,0 days 00:00:00.000000000,True
334,2018-07-03,2018-07-04 07:04:00+00:00,2018-07-04 15:41:00+00:00,0 days 00:06:00.000000000,0 days 06:24:00,0 days 02:07:00,0 days 08:31:00.000000000,0 days 00:00:00.000000000,True
335,2018-07-04,2018-07-05 06:18:00+00:00,2018-07-05 11:54:00+00:00,0 days 00:05:00.000000000,0 days 03:25:00,0 days 02:06:00,0 days 05:31:00.000000000,0 days 00:00:00.000000000,True
336,2018-07-05,2018-07-06 06:44:00+00:00,2018-07-06 12:29:00+00:00,0 days 00:05:00.000000000,0 days 04:37:00,0 days 01:03:00,0 days 05:40:00.000000000,0 days 00:00:00.000000000,True
337,2018-07-06,2018-07-07 07:32:00+00:00,2018-07-07 15:48:00+00:00,0 days 00:02:00.000000000,0 days 05:03:00,0 days 03:11:00,0 days 08:14:00.000000000,0 days 00:00:00.000000000,True
338,2018-07-07,2018-07-08 08:28:00+00:00,2018-07-08 15:16:00+00:00,0 days 00:00:00.000000000,0 days 03:53:00,0 days 02:55:00,0 days 06:48:00.000000000,0 days 00:00:00.000000000,True
339,2018-07-08,2018-07-09 08:08:00+00:00,2018-07-09 12:52:00+00:00,0 days 00:00:00.000000000,0 days 02:57:00,0 days 01:47:00,0 days 04:44:00.000000000,0 days 00:00:00.000000000,True
340,2018-07-09,2018-07-10 06:45:00+00:00,2018-07-10 12:25:00+00:00,0 days 00:06:00.000000000,0 days 03:42:00,0 days 01:52:00,0 days 05:34:00.000000000,0 days 00:00:00.000000000,True
341,2018-07-10,2018-07-11 06:39:00+00:00,2018-07-11 12:33:00+00:00,0 days 00:09:00.000000000,0 days 02:55:00,0 days 02:50:00,0 days 05:45:00.000000000,0 days 00:00:00.000000000,True
342,2018-07-11,2018-07-12 06:59:00+00:00,2018-07-12 12:42:00+00:00,0 days 00:00:00.000000000,0 days 02:46:00,0 days 02:57:00,0 days 05:43:00.000000000,0 days 00:00:00.000000000,True
343,2018-07-12,2018-07-13 06:27:00+00:00,2018-07-13 11:41:00+00:00,0 days 00:15:00.000000000,0 days 02:33:00,0 days 02:26:00,0 days 04:59:00.000000000,0 days 00:00:00.000000000,True
344,2018-07-13,2018-07-14 05:15:00+00:00,2018-07-14 14:23:00+00:00,0 days 00:03:00.000000000,0 days 07:06:00,0 days 01:59:00,0 days 09:05:00.000000000,0 days 00:00:00.000000000,True
345,2018-07-14,2018-07-15 06:02:00+00:00,2018-07-15 15:43:00+00:00,0 days 00:08:00.000000000,0 days 07:15:00,0 days 02:18:00,0 days 09:33:00.000000000,0 days 00:00:00.000000000,True
346,2018-07-16,2018-07-17 07:32:00+00:00,2018-07-17 12:41:00+00:00,0 days 00:05:00.000000000,0 days 02:52:00,0 days 02:12:00,0 days 05:04:00.000000000,0 days 00:00:00.000000000,True
347,2018-07-17,2018-07-18 07:35:00+00:00,2018-07-18 11:44:00+00:00,0 days 00:04:00.000000000,0 days 02:35:00,0 days 01:30:00,0 days 04:05:00.000000000,0 days 00:00:00.000000000,True
348,2018-07-18,2018-07-19 05:34:00+00:00,2018-07-19 12:32:00+00:00,0 days 00:06:00.000000000,0 days 02:44:00,0 days 04:08:00,0 days 06:52:00.000000000,0 days 00:00:00.000000000,True
349,2018-07-19,2018-07-20 05:22:00+00:00,2018-07-20 12:29:00+00:00,0 days 00:01:00.000000000,0 days 04:16:00,0 days 02:50:00,0 days 07:06:00.000000000,0 days 00:00:00.000000000,True
350,2018-07-20,2018-07-21 05:59:00+00:00,2018-07-21 15:28:00+00:00,0 days 00:02:00.000000000,0 days 05:52:00,0 days 03:35:00,0 days 09:27:00.000000000,0 days 00:00:00.000000000,True
351,2018-07-21,2018-07-22 07:47:00+00:00,2018-07-22 15:11:00+00:00,0 days 00:00:00.000000000,0 days 04:11:00,0 days 03:13:00,0 days 07:24:00.000000000,0 days 00:00:00.000000000,True
352,2018-07-22,2018-07-23 05:50:00+00:00,2018-07-23 12:26:00+00:00,0 days 00:06:00.000000000,0 days 02:58:00,0 days 03:32:00,0 days 06:30:00.000000000,0 days 00:00:00.000000000,True
353,2018-07-23,2018-07-24 01:31:00+00:00,2018-07-24 12:11:00+00:00,0 days 00:07:00.000000000,0 days 04:39:00,0 days 05:54:00,0 days 10:33:00.000000000,0 days 00:00:00.000000000,True
354,2018-07-24,2018-07-25 06:02:00+00:00,2018-07-25 12:36:00+00:00,0 days 00:07:00.000000000,0 days 04:01:00,0 days 02:26:00,0 days 06:27:00.000000000,0 days 00:00:00.000000000,True
355,2018-07-25,2018-07-26 07:07:00+00:00,2018-07-26 12:16:00+00:00,0 days 00:05:00.000000000,0 days 02:26:00,0 days 02:38:00,0 days 05:04:00.000000000,0 days 00:00:00.000000000,True
356,2018-07-26,2018-07-27 07:36:00+00:00,2018-07-27 12:45:00+00:00,0 days 00:07:00.000000000,0 days 02:01:00,0 days 03:01:00,0 days 05:02:00.000000000,0 days 00:00:00.000000000,True
357,2018-07-27,2018-07-28 06:42:00+00:00,2018-07-28 15:29:00+00:00,0 days 00:01:00.000000000,0 days 06:02:00,0 days 02:44:00,0 days 08:46:00.000000000,0 days 00:00:00.000000000,True
358,2018-07-28,2018-07-29 06:40:00+00:00,2018-07-29 14:19:00+00:00,0 days 00:05:00.000000000,0 days 05:04:00,0 days 02:30:00,0 days 07:34:00.000000000,0 days 00:00:00.000000000,True
359,2018-07-29,2018-07-30 07:49:00+00:00,2018-07-30 12:48:00+00:00,0 days 00:06:00.000000000,0 days 02:41:00,0 days 02:12:00,0 days 04:53:00.000000000,0 days 00:00:00.000000000,True
360,2018-07-30,2018-07-31 05:31:00+00:00,2018-07-31 12:50:00+00:00,0 days 00:01:00.000000000,0 days 04:13:00,0 days 03:05:00,0 days 07:18:00.000000000,0 days 00:00:00.000000000,True
361,2018-07-31,2018-08-01 06:36:00+00:00,2018-08-01 11:56:00+00:00,0 days 00:05:00.000000000,0 days 02:51:00,0 days 02:24:00,0 days 05:15:00.000000000,0 days 00:00:00.000000000,True
362,2018-08-02,2018-08-03 05:13:00+00:00,2018-08-03 12:08:00+00:00,0 days 00:02:00.000000000,0 days 03:08:00,0 days 03:45:00,0 days 06:53:00.000000000,0 days 00:00:00.000000000,True
363,2018-08-03,2018-08-04 08:33:00+00:00,2018-08-04 14:26:00+00:00,0 days 00:00:00.000000000,0 days 02:54:00,0 days 02:59:00,0 days 05:53:00.000000000,0 days 00:00:00.000000000,True
364,2018-08-04,2018-08-05 06:53:00+00:00,2018-08-05 14:13:00+00:00,0 days 00:00:00.000000000,0 days 04:47:00,0 days 02:33:00,0 days 07:20:00.000000000,0 days 00:00:00.000000000,True
365,2018-08-05,2018-08-06 05:30:00+00:00,2018-08-06 12:17:00+00:00,0 days 00:05:00.000000000,0 days 04:15:00,0 days 02:27:00,0 days 06:42:00.000000000,0 days 00:00:00.000000000,True
366,2018-08-06,2018-08-07 06:46:00+00:00,2018-08-07 12:11:00+00:00,0 days 00:06:00.000000000,0 days 02:20:00,0 days 02:59:00,0 days 05:19:00.000000000,0 days 00:00:00.000000000,True
367,2018-08-07,2018-08-08 07:01:00+00:00,2018-08-08 11:58:00+00:00,0 days 00:06:00.000000000,0 days 03:48:00,0 days 01:03:00,0 days 04:51:00.000000000,0 days 00:00:00.000000000,True
368,2018-08-08,2018-08-09 06:37:00+00:00,2018-08-09 12:01:00+00:00,0 days 00:05:00.000000000,0 days 02:07:00,0 days 03:12:00,0 days 05:19:00.000000000,0 days 00:00:00.000000000,True
369,2018-08-09,2018-08-10 06:36:00+00:00,2018-08-10 12:01:00+00:00,0 days 00:05:00.000000000,0 days 02:44:00,0 days 02:36:00,0 days 05:20:00.000000000,0 days 00:00:00.000000000,True
370,2018-08-10,2018-08-11 07:58:00+00:00,2018-08-11 15:02:00+00:00,0 days 00:00:00.000000000,0 days 04:00:00,0 days 03:04:00,0 days 07:04:00.000000000,0 days 00:00:00.000000000,True
371,2018-08-11,2018-08-12 07:02:00+00:00,2018-08-12 14:01:00+00:00,0 days 00:00:00.000000000,0 days 04:10:00,0 days 02:49:00,0 days 06:59:00.000000000,0 days 00:00:00.000000000,True
372,2018-08-12,2018-08-13 07:51:00+00:00,2018-08-13 12:49:00+00:00,0 days 00:00:00.000000000,0 days 03:11:00,0 days 01:47:00,0 days 04:58:00.000000000,0 days 00:00:00.000000000,True
373,2018-08-13,2018-08-14 07:26:00+00:00,2018-08-14 11:55:00+00:00,0 days 00:00:00.000000000,0 days 02:17:00,0 days 02:12:00,0 days 04:29:00.000000000,0 days 00:00:00.000000000,True
374,2018-08-14,2018-08-15 06:43:00+00:00,2018-08-15 12:21:00+00:00,0 days 00:00:00.000000000,0 days 04:05:00,0 days 01:33:00,0 days 05:38:00.000000000,0 days 00:00:00.000000000,True
375,2018-08-15,2018-08-16 04:42:00+00:00,2018-08-16 12:19:00+00:00,0 days 00:05:00.000000000,0 days 04:29:00,0 days 03:03:00,0 days 07:32:00.000000000,0 days 00:00:00.000000000,True
376,2018-08-16,2018-08-17 05:56:00+00:00,2018-08-17 12:29:00+00:00,0 days 00:08:00.000000000,0 days 04:42:00,0 days 01:43:00,0 days 06:25:00.000000000,0 days 00:00:00.000000000,True
377,2018-08-17,2018-08-18 05:16:00+00:00,2018-08-18 14:51:00+00:00,0 days 00:03:00.000000000,0 days 06:43:00,0 days 02:49:00,0 days 09:32:00.000000000,0 days 00:00:00.000000000,True
378,2018-08-18,2018-08-19 05:46:00+00:00,2018-08-19 14:25:00+00:00,0 days 00:05:00.000000000,0 days 06:11:00,0 days 02:23:00,0 days 08:34:00.000000000,0 days 00:00:00.000000000,True
379,2018-08-19,2018-08-20 07:43:00+00:00,2018-08-20 12:48:00+00:00,0 days 00:03:00.000000000,0 days 03:42:00,0 days 01:20:00,0 days 05:02:00.000000000,0 days 00:00:00.000000000,True
380,2018-08-20,2018-08-21 06:57:00+00:00,2018-08-21 12:39:00+00:00,0 days 00:07:00.000000000,0 days 03:10:00,0 days 02:25:00,0 days 05:35:00.000000000,0 days 00:00:00.000000000,True
381,2018-08-21,2018-08-22 05:08:00+00:00,2018-08-22 12:45:00+00:00,0 days 00:06:00.000000000,0 days 04:56:00,0 days 02:35:00,0 days 07:31:00.000000000,0 days 00:00:00.000000000,True
382,2018-08-22,2018-08-23 05:36:00+00:00,2018-08-23 12:11:00+00:00,0 days 00:01:00.000000000,0 days 04:06:00,0 days 02:28:00,0 days 06:34:00.000000000,0 days 00:00:00.000000000,True
383,2018-08-23,2018-08-24 06:53:00+00:00,2018-08-24 12:11:00+00:00,0 days 00:06:00.000000000,0 days 03:04:00,0 days 02:08:00,0 days 05:12:00.000000000,0 days 00:00:00.000000000,True
384,2018-08-24,2018-08-25 05:02:00+00:00,2018-08-25 14:24:00+00:00,0 days 00:02:00.000000000,0 days 05:59:00,0 days 03:21:00,0 days 09:20:00.000000000,0 days 00:00:00.000000000,True
385,2018-08-25,2018-08-26 05:10:00+00:00,2018-08-26 13:58:00+00:00,0 days 00:05:00.000000000,0 days 04:20:00,0 days 04:23:00,0 days 08:43:00.000000000,0 days 00:00:00.000000000,True
386,2018-08-26,2018-08-27 06:28:00+00:00,2018-08-27 13:19:00+00:00,0 days 00:07:00.000000000,0 days 03:59:00,0 days 02:45:00,0 days 06:44:00.000000000,0 days 00:00:00.000000000,True
387,2018-08-27,2018-08-28 06:42:00+00:00,2018-08-28 12:41:00+00:00,0 days 00:07:00.000000000,0 days 04:25:00,0 days 01:27:00,0 days 05:52:00.000000000,0 days 00:00:00.000000000,True
388,2018-08-28,2018-08-29 06:21:00+00:00,2018-08-29 12:47:00+00:00,0 days 00:01:00.000000000,0 days 04:14:00,0 days 02:11:00,0 days 06:25:00.000000000,0 days 00:00:00.000000000,True
389,2018-08-29,2018-08-30 06:49:00+00:00,2018-08-30 12:32:00+00:00,0 days 00:01:00.000000000,0 days 04:05:00,0 days 01:37:00,0 days 05:42:00.000000000,0 days 00:00:00.000000000,True
390,2018-08-30,2018-08-31 05:16:00+00:00,2018-08-31 11:40:00+00:00,0 days 00:05:00.000000000,0 days 04:12:00,0 days 02:07:00,0 days 06:19:00.000000000,0 days 00:00:00.000000000,True
391,2018-08-31,2018-09-01 07:02:00+00:00,2018-09-01 15:29:00+00:00,0 days 00:00:00.000000000,0 days 05:14:00,0 days 03:13:00,0 days 08:27:00.000000000,0 days 00:00:00.000000000,True
392,2018-09-01,2018-09-02 06:19:00+00:00,2018-09-02 14:01:00+00:00,0 days 00:01:00.000000000,0 days 05:58:00,0 days 01:43:00,0 days 07:41:00.000000000,0 days 00:00:00.000000000,True
393,2018-09-02,2018-09-03 06:17:00+00:00,2018-09-03 14:11:00+00:00,0 days 00:00:00.000000000,0 days 05:00:00,0 days 02:54:00,0 days 07:54:00.000000000,0 days 00:00:00.000000000,True
394,2018-09-03,2018-09-04 05:56:00+00:00,2018-09-04 11:10:00+00:00,0 days 00:06:00.000000000,0 days 02:57:00,0 days 02:11:00,0 days 05:08:00.000000000,0 days 00:00:00.000000000,True
395,2018-09-04,2018-09-05 06:46:00+00:00,2018-09-05 12:43:00+00:00,0 days 00:08:00.000000000,0 days 04:03:00,0 days 01:46:00,0 days 05:49:00.000000000,0 days 00:00:00.000000000,True
396,2018-09-05,2018-09-06 02:45:00+00:00,2018-09-06 11:46:00+00:00,0 days 00:33:00.000000000,0 days 02:45:00,0 days 05:43:00,0 days 08:28:00.000000000,0 days 00:00:00.000000000,True
397,2018-09-06,2018-09-07 06:39:00+00:00,2018-09-07 12:11:00+00:00,0 days 00:06:00.000000000,0 days 02:53:00,0 days 02:33:00,0 days 05:26:00.000000000,0 days 00:00:00.000000000,True
398,2018-09-07,2018-09-08 04:36:00+00:00,2018-09-08 14:13:00+00:00,0 days 00:00:00.000000000,0 days 06:13:00,0 days 03:24:00,0 days 09:37:00.000000000,0 days 00:00:00.000000000,True
399,2018-09-08,2018-09-09 08:29:00+00:00,2018-09-09 14:28:00+00:00,0 days 00:00:00.000000000,0 days 04:06:00,0 days 01:53:00,0 days 05:59:00.000000000,0 days 00:00:00.000000000,True
400,2018-09-09,2018-09-10 07:38:00+00:00,2018-09-10 12:21:00+00:00,0 days 00:00:00.000000000,0 days 03:07:00,0 days 01:36:00,0 days 04:43:00.000000000,0 days 00:00:00.000000000,True
401,2018-09-10,2018-09-11 07:20:00+00:00,2018-09-11 12:05:00+00:00,0 days 00:00:00.000000000,0 days 02:04:00,0 days 02:41:00,0 days 04:45:00.000000000,0 days 00:00:00.000000000,True
402,2018-09-11,2018-09-12 06:16:00+00:00,2018-09-12 11:41:00+00:00,0 days 00:06:00.000000000,0 days 03:15:00,0 days 02:04:00,0 days 05:19:00.000000000,0 days 00:00:00.000000000,True
403,2018-09-12,2018-09-13 06:16:00+00:00,2018-09-13 14:03:00+00:00,0 days 00:02:00.000000000,0 days 05:21:00,0 days 02:24:00,0 days 07:45:00.000000000,0 days 00:00:00.000000000,True
404,2018-09-13,2018-09-14 06:00:00+00:00,2018-09-14 14:38:00+00:00,0 days 00:01:00.000000000,0 days 06:15:00,0 days 02:22:00,0 days 08:37:00.000000000,0 days 00:00:00.000000000,True
405,2018-09-14,2018-09-15 06:39:00+00:00,2018-09-15 15:12:00+00:00,0 days 00:02:00.000000000,0 days 07:05:00,0 days 01:26:00,0 days 08:31:00.000000000,0 days 00:00:00.000000000,True
406,2018-09-15,2018-09-16 08:00:00+00:00,2018-09-16 15:24:00+00:00,0 days 00:02:00.000000000,0 days 05:12:00,0 days 02:10:00,0 days 07:22:00.000000000,0 days 00:00:00.000000000,True
407,2018-09-16,2018-09-17 08:16:00+00:00,2018-09-17 12:59:00+00:00,0 days 00:06:00.000000000,0 days 03:09:00,0 days 01:28:00,0 days 04:37:00.000000000,0 days 00:00:00.000000000,True
408,2018-09-17,2018-09-18 07:36:00+00:00,2018-09-18 12:19:00+00:00,0 days 00:11:00.000000000,0 days 02:08:00,0 days 02:24:00,0 days 04:32:00.000000000,0 days 00:00:00.000000000,True
409,2018-09-18,2018-09-19 05:00:00+00:00,2018-09-19 12:06:00+00:00,0 days 00:17:00.000000000,0 days 03:39:00,0 days 03:10:00,0 days 06:49:00.000000000,0 days 00:00:00.000000000,True
410,2018-09-19,2018-09-20 06:44:00+00:00,2018-09-20 12:21:00+00:00,0 days 00:10:00.000000000,0 days 03:26:00,0 days 02:01:00,0 days 05:27:00.000000000,0 days 00:00:00.000000000,True
411,2018-09-20,2018-09-21 07:17:00+00:00,2018-09-21 12:01:00+00:00,0 days 00:03:00.000000000,0 days 01:49:00,0 days 02:52:00,0 days 04:41:00.000000000,0 days 00:00:00.000000000,True
412,2018-09-21,2018-09-22 03:37:00+00:00,2018-09-22 14:41:00+00:00,0 days 00:04:00.000000000,0 days 07:33:00,0 days 03:27:00,0 days 11:00:00.000000000,0 days 00:00:00.000000000,True
413,2018-09-22,2018-09-23 08:12:00+00:00,2018-09-23 15:28:00+00:00,0 days 00:00:00.000000000,0 days 05:08:00,0 days 02:08:00,0 days 07:16:00.000000000,0 days 00:00:00.000000000,True
414,2018-09-23,2018-09-24 07:17:00+00:00,2018-09-24 12:01:00+00:00,0 days 00:05:00.000000000,0 days 02:09:00,0 days 02:30:00,0 days 04:39:00.000000000,0 days 00:00:00.000000000,True
415,2018-09-24,2018-09-25 07:28:00+00:00,2018-09-25 12:31:00+00:00,0 days 00:01:00.000000000,0 days 02:55:00,0 days 02:07:00,0 days 05:02:00.000000000,0 days 00:00:00.000000000,True
416,2018-09-25,2018-09-26 07:18:00+00:00,2018-09-26 12:46:00+00:00,0 days 00:10:00.000000000,0 days 03:16:00,0 days 02:02:00,0 days 05:18:00.000000000,0 days 00:00:00.000000000,True
417,2018-09-26,2018-09-27 06:37:00+00:00,2018-09-27 12:14:00+00:00,0 days 00:06:00.000000000,0 days 03:25:00,0 days 02:06:00,0 days 05:31:00.000000000,0 days 00:00:00.000000000,True
418,2018-09-27,2018-09-28 05:45:00+00:00,2018-09-28 12:45:00+00:00,0 days 00:07:00.000000000,0 days 03:52:00,0 days 03:01:00,0 days 06:53:00.000000000,0 days 00:00:00.000000000,True
